epoch,Area,GDP,Inflation,Life.expect,Military,Pop.growth,Unemployment
init,0.7739560485559633,0.4388784397520523,0.8585979199113825,0.6973680290593639,0.09417734788764953,0.9756223516367559,0.761139701990353
0,0.7343767485571014,0.4220215120985079,0.7910791686100265,0.6660438489361111,0.08622988056343538,0.9278507003863833,0.7095784802688969
1,0.7019022762588424,0.40944518044844785,0.7336645355400973,0.6415932190452256,0.07928647344484337,0.8897286512871104,0.6661466715887777
2,0.6745398617439681,0.4000845390998426,0.6835805395027857,0.6222447807090394,0.0730392516071139,0.8587202283101352,0.6285936589089587
3,0.6509558784919046,0.39323110420208174,0.6389692086958121,0.6068168682412074,0.06728076881641329,0.8331332408169985,0.5954122886821379
4,0.630216566717812,0.3883921100826064,0.5985309198831381,0.5944852732741231,0.06186481612062348,0.8117873532350018,0.5655480801492949
5,0.611643330372922,0.38521179461404564,0.5613245749230064,0.5846533690379044,0.05668456078722551,0.7938285209314017,0.5382366595806533
6,0.5947272796514581,0.38342472152948903,0.5266493136745186,0.5768751668586863,0.051659662232137554,0.7786191245533216,0.5129076014748527
7,0.5790764161430207,0.3828267396512909,0.4939712363663286,0.5708075319199242,0.046728343372734495,0.7656698105536356,0.48912490715485507
8,0.5643817708993005,0.38325617177456733,0.46287629431141425,0.5661793233842405,0.041842344486325685,0.7545955404419574,0.4665487760412037
9,0.5503950453312683,0.38458120668934936,0.43303906797436564,0.562770802846528,0.03696362864758723,0.7450863265436337,0.44491030324885567
10,0.5369135046992466,0.38669120353496184,0.40420154849616896,0.5603995190786859,0.032062190861705024,0.7368872256825726,0.4239943199601311
11,0.5237695985218334,0.3894905551628202,0.3761584127899916,0.5589104232436235,0.027114583122633717,0.7297843716608193,0.4036275263205313
12,0.5108237512789034,0.392894285873366,0.34874661929047557,0.5581688399620854,0.022102913512724923,0.7235950717592806,0.3836701545748979
13,0.4979593306217144,0.3968248681255222,0.32183793209578304,0.5580554285054503,0.01701416212225583,0.7181607189613898,0.36401003467811527
14,0.4850791379440295,0.40120992910536857,0.2953334517111665,0.5584625745366818,0.011839707176669637,0.71334170855556,0.344558316202075
15,0.4721029731622414,0.4059806326262046,0.2691595224864867,0.5592918411311134,0.00657498589878534,0.7090138168096507,0.3252463361889971
16,0.45896595500167975,0.4110705929216532,0.24326457332345078,0.5604522251766825,0.0012192344763306466,0.7050656678031585,0.3060232722666699
17,0.4456173606849301,0.41641522056605546,0.21761657149335104,0.5618590385400959,-0.004224735175764539,0.7013970208431938,0.28685431823326735
18,0.43201980312103394,0.42195142655043943,0.19220085453484548,0.5634332785879512,-0.009750754489202734,0.6979176781711436,0.26771918596594535
19,0.41814860102719426,0.42761762442869405,0.16701816744586645,0.5651013797552701,-0.015349537968754132,0.6945468551779731,0.24861078550244708
20,0.4039912252919009,0.43335397645721513,0.14208278106162697,0.5667952534623089,-0.021008961371670572,0.6912128824001906,0.2295339723142012
21,0.38954672811496815,0.43910283076343454,0.11742060814497189,0.568452532449199,-0.02671438935083743,0.6878531265293936,0.2105042819109247
22,0.37482508302361045,0.44480929519060153,0.09306726926136996,0.5700169409872209,-0.03244905681285196,0.6844140310335345,0.19154659968286952
23,0.35984638536246694,0.4504218915876664,0.06906609212691626,0.5714387170564956,-0.03819450160826999,0.6808511889340222,0.1726937394842473
24,0.34463988476206914,0.4558932335989611,0.04546605573066093,0.5726750183603786,-0.04393103997162184,0.6771293729131622,0.15398492798130753
25,0.329242842976446,0.46118067269671315,0.022319713327156734,0.5736902521823096,-0.04963827079623557,0.6732224623805054,0.13546421258319222
26,0.3136992312693312,0.4662468620199054,-0.00031885472595578293,0.5744562800674091,-0.05529559082024072,0.6691132236557171,0.11717882780773123
27,0.2980582997936443,0.47106019568985036,-0.0223959973044213,0.5749524619149292,-0.06088270049492528,0.6647929175079847,0.09917756713339017
28,0.28237306570453335,0.4755950922447142,-0.04386029438751729,0.5751655194795308,-0.06638007992078507,0.6602607268209365,0.08150921395364033
29,0.26669877592002467,0.47983210376121965,-0.06466414528313533,0.5750892152526558,-0.07176941576759611,0.6555230146930165,0.06422108589327766
30,0.2510914038798945,0.4837578458781619,-0.08476509463240331,0.574723857796673,-0.07703396331003698,0.6505924383679341,0.04735774180892077
31,0.23560623740221429,0.48736475696406767,-0.10412686273906659,0.5740756574745121,-0.08215883218060463,0.6454869557952875,0.030959891230683056
32,0.220296607504282,0.4906507058599911,-0.12272006437643003,0.5731559660996227,-0.08713118961102798,0.6402287685816305,0.015063533231384204
33,0.20521279707086543,0.4936184760615209,-0.1405226181913722,0.5719804397260411,-0.09194038020926577,0.634843247405161,-0.00030066259962429546
34,0.19040115505470256,0.496275159381242,-0.1575198652309344,0.5705681655194561,-0.09657796616041288,0.6293578839865102,-0.015107734592626761
35,0.1759034280763043,0.4986314939955911,-0.17370442849004142,0.5689407917809031,-0.10103769572724482,0.6238013082353366,-0.029338581014145666
36,0.16175630827780202,0.500701180658092,-0.1890758548288728,0.5671216954709027,-0.10531541080252223,0.6182024013058709,-0.04297990993269092
37,0.14799118517257553,0.5025002073635915,-0.20364008584694426,0.5651352149345928,-0.10940890594271784,0.6125895261589799,-0.056024018187539014
38,0.1346340806994196,0.5040462076309422,-0.21740880556406877,0.5630059679244203,-0.11331775185235687,0.6069898879256163,-0.06846843448123734
39,0.12170574100325986,0.5053578716085907,-0.23039871066563103,0.5607582673269786,-0.11704309586021665,0.6014290277735487,-0.08031546242915755
40,0.10922185553562601,0.5064544230899974,-0.24263074445943544,0.5584156399115623,-0.12058745076720313,0.5959304467043789,-0.09157165777472362
41,0.09719337355048925,0.5073551697980654,-0.254129329465832,0.5560004473943211,-0.12395448180445362,0.590515350081518,-0.10224727056248614
42,0.0856268894661059,0.5080791293309065,-0.26492162656489404,0.5535336043973659,-0.12714879955750633,0.5852024997969373,-0.11235567851828292
43,0.07452507131820663,0.5086447291576159,-0.2750368415576211,0.5510343845320964,-0.13017576478837145,0.5800081587210553,-0.12191283282013506
44,0.0638871101128182,0.5090695760711977,-0.28450559338799003,0.548520303764156,-0.13304130927266883,0.5749461112177935,-0.13093673234829678
45,0.05370917183860455,0.5093702884976903,-0.29335935246230643,0.5460070692468004,-0.13575177516326034,0.5700277437540923,-0.13944693773988642
46,0.04398483785669655,0.5095623839072927,-0.3016299526718318,0.5435085817182053,-0.1383137740486856,0.5652621706845912,-0.14746413237559003
47,0.034705523091752205,0.5096602131199541,-0.3093491769232842,0.541036980115739,-0.14073406581092332,0.5606563918634424,-0.15500973391336295
48,0.02586086473822781,0.5096769333797293,-0.31654841316428134,0.5386027180522542,-0.14301945659233875,0.5562154705840399,-0.16210555718850403
49,0.017439076987343954,0.5096245125332733,-0.3232583759516926,0.5362146630428959,-0.14517671462868936,0.5519427222826974,-0.16877352718936234
50,0.009427269551151867,0.5095137573519551,-0.32950888741344786,0.5338802107200249,-0.14721250235708427,0.5478399063245296,-0.17503543932176507
51,0.0018117295316290828,0.5093543598732285,-0.3353287108524901,0.5316054076204763,-0.14913332302518142,0.5439074149262073,-0.18091276320084967
52,-0.005421832496992069,0.5091549565197989,-0.34074543009475905,0.5293950773993839,-0.1509454799722703,0.540144454806902,-0.1864264856578754
53,-0.01228807039316723,0.5089231956235309,-0.3457853678656842,0.5272529464725167,-0.15265504678972033,0.5365492184717782,-0.19159698842690784
54,-0.018801821931568638,0.5086658097941394,-0.35047353688526134,0.5251817660911433,-0.154267846668252,0.5331190431196732,-0.19644395599668443
55,-0.02497795710439148,0.5083886903061873,-0.3548336179144905,0.5231834287028969,-0.15578943937886233,0.5298505560404829,-0.20098630930368924
56,-0.030831252325336074,0.5080969613200211,-0.35888795959938746,0.5212590771532634,-0.15722511449458462,0.5267398060493016,-0.20524216124406133
57,-0.03637628761329412,0.5077950523002862,-0.36265759559388194,0.5194092058465837,-0.15857988962791472,0.5237823810187263,-0.20922879034781297
